# s [mm]	R [m]	Z [m] 	539     
0   2.1510  -1.2820
4   2.1549  -1.2830
8   2.1587  -1.2841
12  2.1626  -1.2851
16  2.1665  -1.2861
20  2.1703  -1.2871
24  2.1742  -1.2882
28  2.1781  -1.2892
32  2.1819  -1.2902
36  2.1858  -1.2912
40  2.1896  -1.2923
44  2.1935  -1.2933
48  2.1974  -1.2943
52  2.2012  -1.2954
56  2.2051  -1.2964
60  2.2090  -1.2974
64  2.2128  -1.2984
68  2.2167  -1.2995
72  2.2206  -1.3005
76  2.2244  -1.3015
80  2.2283  -1.3025
84  2.2322  -1.3036
88  2.2360  -1.3046
92  2.2399  -1.3056
96  2.2438  -1.3066
100 2.2476  -1.3077
104 2.2515  -1.3087
108 2.2554  -1.3097
112 2.2592  -1.3108
116 2.2631  -1.3118
120 2.2669  -1.3128
124 2.2708  -1.3138
128 2.2747  -1.3149
132 2.2785  -1.3159
136 2.2824  -1.3169
140 2.2863  -1.3179
144 2.2901  -1.3190
148 2.2940  -1.3200
152 2.2940  -1.3237
155 2.2940  -1.3273
159 2.2940  -1.3310
162 2.2950  -1.3340
166 2.2991  -1.3340
170 2.3031  -1.3340
174 2.3072  -1.3340
178 2.3113  -1.3340
182 2.3153  -1.3340
187 2.3194  -1.3340
191 2.3234  -1.3340
195 2.3275  -1.3340
199 2.3316  -1.3340
203 2.3356  -1.3340
207 2.3397  -1.3340
211 2.3438  -1.3340
215 2.3478  -1.3340
219 2.3519  -1.3340
223 2.3559  -1.3340
227 2.3600  -1.3340
231 2.3626  -1.3371
235 2.3653  -1.3401
239 2.3679  -1.3432
243 2.3706  -1.3462
247 2.3732  -1.3493
251 2.3759  -1.3524
255 2.3785  -1.3554
259 2.3812  -1.3585
264 2.3838  -1.3615
268 2.3865  -1.3646
272 2.3891  -1.3676
276 2.3918  -1.3707
280 2.3944  -1.3738
284 2.3971  -1.3768
288 2.3997  -1.3799
292 2.4024  -1.3829
296 2.4050  -1.3860
300 2.4057  -1.3899
304 2.4065  -1.3938
308 2.4072  -1.3977
312 2.4079  -1.4016
316 2.4086  -1.4055
320 2.4094  -1.4095
324 2.4101  -1.4134
328 2.4108  -1.4173
332 2.4115  -1.4212
336 2.4123  -1.4251
340 2.4130  -1.4290
344 2.4130  -1.4331
348 2.4130  -1.4372
352 2.4130  -1.4413
356 2.4130  -1.4454
360 2.4130  -1.4495
364 2.4130  -1.4535
368 2.4130  -1.4576
372 2.4130  -1.4617
376 2.4130  -1.4658
381 2.4130  -1.4699
385 2.4130  -1.4740
388 2.4124  -1.4778
392 2.4118  -1.4815
396 2.4111  -1.4853
400 2.4105  -1.4890
404 2.4099  -1.4928
407 2.4093  -1.4965
411 2.4086  -1.5003
415 2.4080  -1.5040
431 2.3980  -1.5160
435 2.3990  -1.5199
439 2.4001  -1.5238
443 2.4011  -1.5277
447 2.4022  -1.5316
451 2.4032  -1.5355
455 2.4043  -1.5395
459 2.4053  -1.5434
463 2.4064  -1.5473
467 2.4074  -1.5512
471 2.4085  -1.5551
475 2.4095  -1.5590
479 2.4105  -1.5629
483 2.4116  -1.5668
487 2.4126  -1.5707
491 2.4137  -1.5746
495 2.4147  -1.5785
499 2.4158  -1.5825
504 2.4168  -1.5864
508 2.4179  -1.5903
512 2.4189  -1.5942
516 2.4200  -1.5981
520 2.4210  -1.6020
524 2.4208  -1.6059
528 2.4205  -1.6098
531 2.4203  -1.6138
535 2.4200  -1.6177
539 2.4198  -1.6216
543 2.4195  -1.6255
547 2.4193  -1.6294
551 2.4190  -1.6333
555 2.4188  -1.6373
559 2.4185  -1.6412
563 2.4183  -1.6451
567 2.4180  -1.6490
571 2.4169  -1.6527
575 2.4158  -1.6565
578 2.4147  -1.6602
582 2.4136  -1.6639
586 2.4125  -1.6676
590 2.4115  -1.6714
594 2.4104  -1.6751
598 2.4093  -1.6788
602 2.4082  -1.6825
606 2.4071  -1.6863
610 2.4060  -1.6900
713 2.3150  -1.7390
717 2.3191  -1.7389
721 2.3232  -1.7388
725 2.3273  -1.7388
729 2.3313  -1.7387
733 2.3354  -1.7386
737 2.3395  -1.7385
741 2.3436  -1.7384
746 2.3477  -1.7383
750 2.3518  -1.7383
754 2.3558  -1.7382
758 2.3599  -1.7381
762 2.3640  -1.7380
766 2.3678  -1.7366
770 2.3717  -1.7352
774 2.3755  -1.7337
778 2.3794  -1.7323
782 2.3832  -1.7309
786 2.3871  -1.7295
791 2.3909  -1.7281
795 2.3947  -1.7266
799 2.3986  -1.7252
803 2.4024  -1.7238
807 2.4063  -1.7224
811 2.4101  -1.7209
815 2.4139  -1.7195
819 2.4178  -1.7181
823 2.4216  -1.7167
827 2.4255  -1.7153
832 2.4293  -1.7138
836 2.4332  -1.7124
840 2.4370  -1.7110
844 2.4410  -1.7110
848 2.4449  -1.7109
852 2.4489  -1.7109
856 2.4528  -1.7108
859 2.4568  -1.7108
863 2.4607  -1.7107
867 2.4647  -1.7107
871 2.4686  -1.7106
875 2.4726  -1.7106
879 2.4765  -1.7105
883 2.4805  -1.7105
887 2.4845  -1.7105
891 2.4884  -1.7104
895 2.4924  -1.7104
899 2.4963  -1.7103
903 2.5003  -1.7103
907 2.5042  -1.7102
911 2.5082  -1.7102
915 2.5121  -1.7101
919 2.5161  -1.7101
923 2.5200  -1.7100
927 2.5240  -1.7100
934 2.5220  -1.7030
938 2.5245  -1.6997
942 2.5271  -1.6965
946 2.5296  -1.6932
951 2.5322  -1.6899
955 2.5347  -1.6866
959 2.5373  -1.6834
963 2.5398  -1.6801
967 2.5424  -1.6768
971 2.5449  -1.6735
975 2.5475  -1.6703
980 2.5500  -1.6670
998 2.5550  -1.6490
1002    2.5571  -1.6455
1006    2.5592  -1.6420
1011    2.5613  -1.6385
1015    2.5634  -1.6350
1019    2.5655  -1.6315
1023    2.5676  -1.6280
1027    2.5697  -1.6245
1031    2.5718  -1.6210
1035    2.5739  -1.6175
1039    2.5760  -1.6140
1043    2.5798  -1.6152
1047    2.5837  -1.6163
1051    2.5875  -1.6175
1055    2.5914  -1.6186
1059    2.5952  -1.6198
1063    2.5990  -1.6210
1067    2.6029  -1.6221
1071    2.6067  -1.6233
1075    2.6105  -1.6245
1079    2.6144  -1.6256
1083    2.6182  -1.6268
1087    2.6221  -1.6279
1091    2.6259  -1.6291
1095    2.6297  -1.6303
1099    2.6336  -1.6314
1103    2.6374  -1.6326
1107    2.6413  -1.6337
1111    2.6451  -1.6349
1115    2.6489  -1.6361
1119    2.6528  -1.6372
1123    2.6566  -1.6384
1127    2.6605  -1.6395
1131    2.6643  -1.6407
1135    2.6681  -1.6419
1139    2.6720  -1.6430
1143    2.6758  -1.6442
1147    2.6796  -1.6454
1151    2.6835  -1.6465
