3.290000	-1.152000
3.294000	-1.111000
3.309000	-1.080000
3.359000	-1.031000
3.407000	-0.978000
3.479000	-0.891000
3.530000	-0.823000
3.578000	-0.753000
3.627000	-0.674000
3.641000	-0.650000
3.680000	-0.575000
3.716000	-0.498000
3.749000	-0.421000
3.779000	-0.341000
3.805000	-0.260000
3.828000	-0.178000
3.848000	-0.096000
3.863000	-0.012000
3.876000	0.071000
3.884000	0.156000
3.889000	0.241000
3.891000	0.326000
3.889000	0.410000
3.883000	0.495000
3.873000	0.579000
3.860000	0.663000
3.844000	0.746000
3.824000	0.829000
3.800000	0.910000
3.773000	0.991000
3.743000	1.070000
3.709000	1.148000
3.672000	1.224000
3.641000	1.283000
3.640000	1.425000
3.562000	1.495000
3.477000	1.572000
3.398000	1.643000
3.300000	1.711000
3.149000	1.816000
2.975000	1.941000
2.884000	1.976000
2.785000	2.005000
2.678000	2.018000
2.575000	2.016000
2.479000	1.999000
2.381000	1.967000
2.243000	1.894000
2.206000	1.871000
2.178000	1.839000
2.119000	1.723000
2.058000	1.603000
1.997000	1.444000
1.938000	1.289000
1.916000	1.232000
1.904000	1.171000
1.886000	1.073000
1.871000	0.974000
1.858000	0.874000
1.845000	0.775000
1.832000	0.676000
1.820000	0.576000
1.812000	0.476000
1.807000	0.377000
1.806000	0.277000
1.807000	0.177000
1.812000	0.077000
1.821000	-0.023000
1.832000	-0.122000
1.847000	-0.221000
1.866000	-0.319000
1.887000	-0.416000
1.912000	-0.513000
1.954000	-0.656000
2.010000	-0.787000
2.081000	-0.958000
2.139000	-1.097000
2.200000	-1.244000
2.294000	-1.320000
2.295000	-1.334000
2.360000	-1.334000
2.405000	-1.386000
2.413000	-1.429000
2.413000	-1.474000
2.408000	-1.504000
2.398000	-1.516000
2.421000	-1.602000
2.418000	-1.649000
2.406000	-1.690000
2.315000	-1.739000
2.364000	-1.738000
2.437000	-1.711000
2.524000	-1.710000
2.522000	-1.703000
2.550000	-1.667000
2.555000	-1.649000
2.576000	-1.614000
2.814000	-1.686000
2.814000	-1.708000
2.870000	-1.713000
2.946000	-1.745000
2.987000	-1.746000
2.898000	-1.682000
2.881000	-1.619000
2.884000	-1.582000
2.900000	-1.510000
2.890000	-1.498000
2.886000	-1.476000
2.888000	-1.423000
2.907000	-1.383000
2.963000	-1.335000
3.011000	-1.335000
3.060000	-1.298000
3.194000	-1.214000
3.199000	-1.209000
3.290000	-1.152000
